Temperature,H+,"H2,aq","CO2,aq",NH4+,log K(T),log Q(T),Affinity/n(H2),log K(T),log Q(T),Affinity/n(H2),log K(T),log Q(T),Affinity/n(H2),pka1,pka2,Affinity (tot),,pH
299.991,-10.14356,-0.71921,-3.17642,-12.22848,-3.2022,50.95551,-66.03637395,-6.3731,61.09907,-82.27115676,-12.8433,71.24263,-102.5288905,2.2852,7.356,-101.172184,,10.1436
299.973,-10.1435,-0.7192,-3.17667,-12.22827,-3.2022,50.95619,-66.03512914,-6.3703,61.09969,-82.2659149,-12.8405,71.24319,-102.5229392,2.2851,7.3559,-101.1665717,,10.1435
299.913,-10.14331,-0.71918,-3.17746,-12.22758,-3.1908,50.95839,-66.0169996,-6.3612,61.1017,-82.24865861,-12.8314,71.24501,-102.5033306,2.2851,7.3555,-101.1482856,,10.1433
299.725,-10.1427,-0.71913,-3.17997,-12.22541,-3.1633,50.96554,-65.97054001,-6.3327,61.10824,-82.19491182,-12.8028,71.25094,-102.4420737,2.285,7.3545,-101.0904385,,10.1427
299.133,-10.14081,-0.71897,-3.18791,-12.21857,-3.0767,50.98823,-65.82455607,-6.2428,61.12904,-82.02584299,-12.7127,71.26985,-102.2495372,2.2848,7.3512,-100.9090109,,10.1408
297.277,-10.13511,-0.71845,-3.21302,-12.19719,-2.8054,51.06064,-65.36971202,-5.9613,61.19575,-81.49916011,-12.4306,71.33086,-101.6496204,2.2841,7.3411,-100.342661,,10.1351
291.57,-10.11977,-0.71689,-3.29237,-12.13179,-1.9716,51.29721,-63.99817838,-5.0968,61.41698,-79.91094145,-11.5656,71.53675,-99.84077021,2.2826,7.3115,-98.62810604,,10.1198
275,-10.09287,-0.71244,-3.54031,-11.94549,0.4539,52.09736,-60.22491539,-2.586,62.19023,-75.53992259,-9.0662,72.2831,-94.86689523,2.2811,7.239,-93.86231931,,10.0929
258.839,-10.08997,-0.70822,-3.80631,-11.76967,2.8428,53.03484,-56.80661988,-0.1159,63.12481,-71.57491455,-6.6276,73.21478,-90.36444287,2.2799,7.1905,-89.48617571,,10.09
233.93,-10.12726,-0.70193,-4.2622,-11.51286,6.608,54.78135,-51.9690501,3.7751,64.90861,-65.95037389,-2.8261,75.03587,-83.99691157,2.2737,7.1604,-83.20738622,,10.1273
175.149,-10.41788,-0.68904,-5.57937,-11.00244,16.1359,60.52097,-42.33174077,13.595,70.93885,-54.69102545,6.6067,81.35673,-71.2919658,2.2365,7.2926,-70.32235732,,10.4179
162.5,-10.52173,-0.68677,-5.91405,-10.91448,18.341,62.10187,-40.55880163,15.8589,72.6236,-52.61111597,8.7573,83.14533,-68.94491248,2.1687,7.3579,-67.84652758,,10.5217
99.958,-11.30421,-0.67895,-7.91234,-10.60426,30.3051,72.18498,-33.24309406,28.0656,83.48919,-43.99371764,20.2304,94.7934,-59.18605359,2.1694,7.9053,-56.10618039,,11.3042
91.07,-11.4623,-0.67898,-8.26261,-10.56987,32.1726,74.02591,-32.43060487,29.9578,85.48821,-43.0284913,21.992,96.95051,-58.08261807,2.1624,8.0182,-54.34941089,,11.4623
50,-12.34842,-0.67937,-9.95576,-10.50936,41.4392,83.26027,-28.75151601,39.287,95.60869,-38.72052943,30.61,107.95711,-53.17526958,2.1476,8.6815,-44.45927064,,12.3484
