Temperature,H+,"H2,aq","CO2,aq",NH4+,log K(T),log Q(T),Affinity/n(H2),log K(T),log Q(T),Affinity/n(H2),log K(T),log Q(T),Affinity/n(H2),pka1,pka2,Affinity (tot),,pH
291.57,-10.16626,-0.69784,-3.43847,-8.87722,2.501,17.37967,-26.81328276,-0.4727,7.21341,-13.85136177,-6.8787,-2.95285,-7.074888154,2.9874,6.3923,-7.127360646,,10.1663
275,-10.13893,-0.6937,-3.68776,-8.69048,4.0445,17.91596,-24.26466502,1.1434,7.77703,-11.60388379,-5.4053,-2.3619,-5.323670436,2.9098,6.5401,-5.391800789,,10.1389
233.93,-10.17565,-0.68417,-4.41968,-8.26014,7.9991,19.6242,-18.81160655,5.2592,9.44855,-6.779159225,-1.619,-0.7271,-1.443262586,2.7427,6.8754,-1.566977501,,10.1757
233.254,-10.17743,-0.68402,-4.43308,-8.25351,8.0664,19.65687,-18.73056519,5.3289,9.47944,-6.707403588,-1.5547,-0.69799,-1.384470389,2.7402,6.8809,-1.509420701,,10.1774
195.326,-10.33736,-0.67632,-5.25813,-7.91184,11.9944,21.74415,-14.57583806,9.3858,11.40679,-3.021372133,2.1792,1.06943,1.659101803,2.6093,7.2059,1.432809426,,10.3374
162.5,-10.57849,-0.6708,-6.09875,-7.67006,15.6804,23.99111,-11.55389866,13.1701,13.41262,-0.3371615065,5.6418,2.83413,3.903340949,2.5105,7.5281,3.494555717,,10.5785
99.134,-11.37652,-0.66395,-8.1392,-7.35753,23.7867,29.75883,-7.095064241,21.4213,18.38231,3.610408561,13.0791,7.00579,7.215269026,2.3654,8.3422,5.736733919,,11.3765
91.07,-11.52007,-0.66397,-8.45717,-7.32643,24.9321,30.68176,-6.682803043,22.5795,19.16169,3.972504647,14.1082,7.64162,7.51607582,2.3527,8.4712,5.803011908,,11.5201
50,-12.40484,-0.6643,,-7.26458,31.2444,5.25038,26.80589529,28.9238,-7.15446,37.20509793,19.669,-19.5593,40.45352362,2.3206,9.2549,37.69085807,,12.4048
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Deep rock,Activity (pH = 11) -High C and High H,,,,Alanine+,,,Alanine,,,Alanine-,,,,,,,
Temperature,H+,"H2,aq","CO2,aq",NH4+,log K(T),log Q(T),Affinity/n(H2),log K(T),log Q(T),Affinity/n(H2),log K(T),log Q(T),Affinity/n(H2),pka1,pka2,Affinity (tot),,
°C,,,,,,,,,,,,,,,,,,
300,-10.14359,-0.71921,-3.1763,-12.22858,1.7194,20.07274,-33.56882303,-1.2931,9.92915,-20.52584022,-7.6201,-0.21444,-13.54517979,3.03,6.3095,-13.54532215,,10.1436
300,-10.14359,-0.71921,-3.1763,-12.22858,1.7194,20.07274,-33.56882303,-1.2931,9.92915,-20.52584022,-7.6201,-0.21444,-13.54517979,3.03,6.3095,-13.54532215,,10.1436
300,-10.14359,-0.71921,-3.1763,-12.22858,1.7194,20.07274,-33.56882303,-1.2931,9.92915,-20.52584022,-7.6201,-0.21444,-13.54517979,3.03,6.3095,-13.54532215,,10.1436
300,-10.14359,-0.71921,-3.1763,-12.22858,1.7194,20.07274,-33.56882303,-1.2931,9.92915,-20.52584022,-7.6201,-0.21444,-13.54517979,3.03,6.3095,-13.54532215,,10.1436
299.999,-10.14359,-0.71921,-3.17631,-12.22857,1.7195,20.07276,-33.56861814,-1.293,9.92917,-20.52565808,-7.62,-0.21442,-13.54500983,3.03,6.3095,-13.54515219,,10.1436
299.997,-10.14358,-0.71921,-3.17634,-12.22855,1.7196,20.07283,-33.56844613,-1.2928,9.92925,-20.52536698,-7.6199,-0.21433,-13.54494428,3.03,6.3095,-13.54508663,,10.1436
299.991,-10.14356,-0.71921,-3.17642,-12.22848,1.7202,20.073,-33.56730825,-1.2922,9.92944,-20.52440221,-7.6193,-0.21412,-13.54408917,3.0299,6.3096,-13.54423156,,10.1436
299.973,-10.1435,-0.7192,-3.17667,-12.22827,1.7219,20.07348,-33.56402273,-1.2905,9.92998,-20.52163605,-7.6178,-0.21352,-13.54201776,3.0298,6.3098,-13.54216019,,10.1435
299.913,-10.14331,-0.71918,-3.17746,-12.22758,1.7274,20.07504,-33.55330364,-1.2846,9.93173,-20.51189833,-7.6125,-0.21158,-13.53445544,3.0295,6.3104,-13.53459803,,10.1433
299.725,-10.1427,-0.71913,-3.17997,-12.22541,1.7449,20.0801,-33.51955386,-1.2663,9.9374,-20.48207958,-7.596,-0.2053,-13.51133158,3.0286,6.3123,-13.51147465,,10.1427
299.133,-10.14081,-0.71897,-3.18791,-12.21857,1.7998,20.09612,-33.41391014,-1.2086,9.95531,-20.38824668,-7.5441,-0.1855,-13.43874611,3.0255,6.3183,-13.43889073,,10.1408
297.277,-10.13511,-0.71845,-3.21302,-12.19719,1.9718,20.14695,-33.08497306,-1.0279,10.01184,-20.09609277,-7.3811,-0.12327,-13.21172645,3.016,6.337,-13.21187602,,10.1351
291.57,-10.11977,-0.71689,-3.29237,-12.13179,2.501,20.31024,-32.09454796,-0.4727,10.19047,-19.21640794,-6.8787,0.0707,-12.52371531,2.9874,6.3923,-12.52388046,,10.1198
275,-10.0929,-0.71244,-3.54031,-11.94549,4.0445,20.84106,-29.38139906,1.1434,10.74816,-16.80113585,-5.4053,0.65526,-10.60144053,2.9098,6.5401,-10.60165554,,10.0929
258.839,-10.08997,-0.70822,-3.80631,-11.76967,5.5727,21.43792,-26.93403741,2.7381,11.34795,-14.61675426,-3.9414,1.25798,-8.826873842,2.8403,6.6739,-8.827147085,,10.09
233.93,-10.12726,-0.70193,-4.2622,-11.51286,7.9991,22.51104,-23.48305869,5.2592,12.38378,-11.52891552,-1.619,2.25652,-6.271323036,2.7427,6.8754,-6.271717633,,10.1273
175.149,-10.41788,-0.68904,-5.57937,-11.00244,14.2245,25.87479,-16.6669915,11.6778,15.45691,-5.406422865,4.2795,5.03903,-1.086589265,2.547,7.398,-1.087669103,,10.4179
162.5,-10.52173,-0.68677,-5.91405,-10.91448,15.6804,26.77725,-15.4273077,13.1701,16.25552,-4.289480684,5.6418,5.73379,-0.1278883679,2.5105,7.5281,-0.1292918699,,10.5217
99.958,-11.30421,-0.67895,-7.91234,-10.60426,23.6712,32.41498,-10.41085723,21.3045,21.11077,0.2306662989,12.9751,9.80656,3.772649536,2.3667,8.3294,3.765103476,,11.3042
91.07,-11.4623,-0.67898,-8.26261,-10.56987,24.9321,33.43158,-9.878906024,22.5795,21.96928,0.7092558643,14.1082,10.50698,4.185681236,2.3527,8.4712,4.175423546,,11.4623
50,-12.34842,-0.67937,-9.95576,-10.50936,31.2444,38.45286,-7.433602957,28.9238,26.10444,2.907417511,19.669,13.75602,6.097661028,2.3206,9.2549,6.041299515,,12.3484
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Deep rock,Activity (pH = 11) Low C and Low H,,,,Alanine+,,,Alanine,,,Alanine-,,,,,,,
Temperature,H+,"H2,aq","CO2,aq",NH4+,log K(T),log Q(T),Affinity/n(H2),log K(T),log Q(T),Affinity/n(H2),log K(T),log Q(T),Affinity/n(H2),pka1,pka2,Affinity (tot),,
°C,,,,,,,,,,,,,,,,,,
300,-10.14359,-0.71921,-3.1763,-12.22858,1.7194,20.07274,-33.56882303,-1.2931,9.92915,-20.52584022,-7.6201,-0.21444,-13.54517979,3.03,6.3095,-13.58991082,,10.1436
300,-10.14359,-0.71921,-3.1763,-12.22858,1.7194,20.07274,-33.56882303,-1.2931,9.92915,-20.52584022,-7.6201,-0.21444,-13.54517979,3.03,6.3095,-13.58991082,,10.1436
300,-10.14359,-0.71921,-3.1763,-12.22858,1.7194,20.07274,-33.56882303,-1.2931,9.92915,-20.52584022,-7.6201,-0.21444,-13.54517979,3.03,6.3095,-13.58991082,,10.1436
300,-10.14359,-0.71921,-3.17631,-12.22858,1.7194,20.07277,-33.5688779,-1.2931,9.92918,-20.52589509,-7.6201,-0.21441,-13.54523466,3.03,6.3095,-13.58996569,,10.1436
299.999,-10.14359,-0.71921,-3.17631,-12.22857,1.7195,20.07276,-33.56861814,-1.293,9.92917,-20.52565808,-7.62,-0.21442,-13.54500983,3.03,6.3095,-13.58974078,,10.1436
299.997,-10.14358,-0.71921,-3.17634,-12.22855,1.7196,20.07283,-33.56844613,-1.2928,9.92925,-20.52536698,-7.6199,-0.21433,-13.54494428,3.03,6.3095,-13.58967378,,10.1436
299.991,-10.14356,-0.71921,-3.17642,-12.22848,1.7202,20.073,-33.56730825,-1.2922,9.92944,-20.52440221,-7.6193,-0.21412,-13.54408917,3.0299,6.3096,-13.58882821,,10.1436
